ID,descr,bridgeId,bridgeName*,assetClass,route,routeNumber,state*,region,lga,latitude*,longitude*,location,assetOwner*,managingAuthority,structureType,yearBuilt,designLoad,designStandard,clearanceHeight,spanLength,material,spanCount,totalLength,deckWidth,numberOfLanes,condition,conditionRating,structuralAdequacyRating,postingStatus,conditionStandard,seismicZone,asBuiltDrawingReference,floodImmunityAriYears,floodImpacted,highPriorityAsset,remarks,status,lastInspectionDate,nhvrAssessed,nhvrAssessmentDate,loadRating,pbsApprovalClass,importanceLevel,averageDailyTraffic,heavyVehiclePercent,gazetteReference,nhvrReferenceUrl,freightRoute,overMassRoute,hmlApproved,bDoubleApproved,dataSource,sourceReferenceUrl,openDataReference,sourceRecordId,restriction_ID,geoJson
,,OSM-27238283,Six Foot Track,Pedestrian Bridge,,,NSW,Central West & Orana,,-33.737794,150.18616,,Local Council (inferred),,Beam Bridge,,,,,,,,99,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27238283,OSM:way/27238283,27238283,,"{""type"":""LineString"",""coordinates"":[[150.185971,-33.7373759],[150.1863484,-33.7382125]]}"
,,OSM-27238505,Bonville Station Road,Road Bridge,,,NSW,Mid North Coast,,-30.376062,153.051677,,Local Council (inferred),,Beam Bridge,,,,,,,,68,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27238505,OSM:way/27238505,27238505,,"{""type"":""LineString"",""coordinates"":[[153.0513315,-30.3759888],[153.0520229,-30.3761353]]}"
,,OSM-27238506,Williams Road,Road Bridge,,,NSW,Mid North Coast,,-30.370818,153.053375,,Local Council (inferred),,Beam Bridge,,,,,,,,64,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27238506,OSM:way/27238506,27238506,,"{""type"":""LineString"",""coordinates"":[[153.0530549,-30.37074],[153.053696,-30.3708958]]}"
,,A1,Pacific Highway,Road Bridge,,A1,NSW,Mid North Coast,,-30.408536,153.027621,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,58,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27239068,OSM:way/27239068,27239068,,"{""type"":""LineString"",""coordinates"":[[153.0277825,-30.4083161],[153.0274602,-30.4087568]]}"
,,A1,Pacific Highway,Road Bridge,,A1,NSW,Mid North Coast,,-30.407822,153.027438,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,76,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27239071,OSM:way/27239071,27239071,,"{""type"":""LineString"",""coordinates"":[[153.0272296,-30.4081111],[153.0276464,-30.407533]]}"
,,OSM-27239478,Diamond Head Drive,Road Bridge,,,NSW,Regional NSW,,-30.146786,153.192291,,Local Council (inferred),,Beam Bridge,,,,,,,,57,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27239478,OSM:way/27239478,27239478,,"{""type"":""LineString"",""coordinates"":[[153.1919946,-30.1467746],[153.1925866,-30.1467967]]}"
,,A1,Pacific Highway,Road Bridge,,A1,NSW,Regional NSW,,-30.280384,153.131149,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,84,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27239636,OSM:way/27239636,27239636,,"{""type"":""LineString"",""coordinates"":[[153.1308119,-30.2806231],[153.1314863,-30.2801449]]}"
,,OSM-27243069,Sutton Road,Road Bridge,,,NSW,South East & Tablelands,,-35.037919,149.262046,,Local Council (inferred),,Beam Bridge,,,,,,,,74,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27243069,OSM:way/27243069,27243069,,"{""type"":""LineString"",""coordinates"":[[149.2616411,-35.0379099],[149.2624516,-35.0379278]]}"
,,OSM-27280641,Alfred Street North,Road Bridge,,,NSW,Sydney Metropolitan,,-33.839356,151.210988,,Local Council (inferred),,Beam Bridge,,,,,,,,7,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27280641,OSM:way/27280641,27280641,,"{""type"":""LineString"",""coordinates"":[[151.2109455,-33.8393562],[151.2109921,-33.8393568],[151.2110261,-33.8393543]]}"
,,OSM-27349228,Barney Street,Road Bridge,,,NSW,Illawarra & Shoalhaven,,-34.676193,150.851371,,Local Council (inferred),,Beam Bridge,,,,,,,,21,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27349228,OSM:way/27349228,27349228,,"{""type"":""LineString"",""coordinates"":[[150.8512775,-34.6761354],[150.8514635,-34.6762504]]}"
,,M1,Princes Highway,Road Bridge,,M1,NSW,Illawarra & Shoalhaven,,-34.67637,150.843261,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,56,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27351451,OSM:way/27351451,27351451,,"{""type"":""LineString"",""coordinates"":[[150.8433143,-34.6766177],[150.8432086,-34.6761216]]}"
,,OSM-27445381,Hereford Street,Road Bridge,,,NSW,Central West & Orana,,-33.411704,149.585331,,Local Council (inferred),,,,,,,,,,35,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, structureType, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27445381,OSM:way/27445381,27445381,,"{""type"":""LineString"",""coordinates"":[[149.5854104,-33.4115604],[149.585252,-33.4118475]]}"
,,OSM-27479683,East Bonville Road,Road Bridge,,,NSW,Mid North Coast,,-30.385124,153.053103,,Local Council (inferred),,Beam Bridge,,,,,,,,28,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/27479683,OSM:way/27479683,27479683,,"{""type"":""LineString"",""coordinates"":[[153.0532259,-30.3851905],[153.0529806,-30.3850569]]}"
,,18,Hogbin Drive North,Road Bridge,,18,NSW,Regional NSW,,-30.292419,153.133164,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,24,,2,,,,Restricted,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt. No engineering/inspection data from open source. HV: load limit 15t (posted, open data; NHVR gazettal/route approval NOT verified).",Active,,,,15,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28085712,OSM:way/28085712,28085712,,"{""type"":""LineString"",""coordinates"":[[153.1332596,-30.2923512],[153.1330691,-30.2924868]]}"
,,A1,Pacific Highway,Road Bridge,,A1,NSW,Hunter,,-32.632031,151.996361,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,21,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28187802,OSM:way/28187802,28187802,,"{""type"":""LineString"",""coordinates"":[[151.9962555,-32.6319999],[151.9964662,-32.6320623]]}"
,,OSM-28210632,Creek Ridge Road,Road Bridge,,,NSW,Regional NSW,,-33.543467,150.794606,,Local Council (inferred),,Beam Bridge,,,,,,,,16,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28210632,OSM:way/28210632,28210632,,"{""type"":""LineString"",""coordinates"":[[150.7946173,-33.5435378],[150.7945946,-33.5433953]]}"
,,A1,Pacific Highway,Road Bridge,,A1,NSW,Mid North Coast,,-30.444217,153.009597,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,50,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28223954,OSM:way/28223954,28223954,,"{""type"":""LineString"",""coordinates"":[[153.0094316,-30.4443895],[153.0097624,-30.4440454]]}"
,,B78,Waterfall Way,Road Bridge,,B78,NSW,Mid North Coast,,-30.461668,153.002219,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,82,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28274477,OSM:way/28274477,28274477,,"{""type"":""LineString"",""coordinates"":[[153.0018053,-30.4617638],[153.002633,-30.4615726]]}"
,,A49,Central Coast Highway,Road Bridge,,A49,NSW,Central Coast,,-33.427887,151.32311,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,70,,3,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28317336,OSM:way/28317336,28317336,,"{""type"":""LineString"",""coordinates"":[[151.3235266,-33.4278547],[151.3232068,-33.4278829],[151.3230749,-33.4278932],[151.322966,-33.4278999],[151.3227739,-33.4279041]]}"
,,OSM-28317345,Racecourse Road,Road Bridge,,,NSW,Central Coast,,-33.418927,151.342752,,Local Council (inferred),,Beam Bridge,,,,,,,,44,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28317345,OSM:way/28317345,28317345,,"{""type"":""LineString"",""coordinates"":[[151.3425191,-33.4188902],[151.3429853,-33.4189644]]}"
,,OSM-28317390,Kennedy Drive,Road Bridge,,,NSW,Northern Rivers,,-28.190279,153.508304,,Local Council (inferred),,Beam Bridge,,,,,,,,97,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28317390,OSM:way/28317390,28317390,,"{""type"":""LineString"",""coordinates"":[[153.5087136,-28.1898378],[153.508115,-28.1904832],[153.5080837,-28.1905162]]}"
,,M1,Pacific Motorway,Road Bridge,,M1,NSW,Central Coast,,-33.423443,151.285691,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,76,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28317393,OSM:way/28317393,28317393,,"{""type"":""LineString"",""coordinates"":[[151.286045,-33.4232753],[151.2853374,-33.4236104]]}"
,,M1,Pacific Motorway,Road Bridge,,M1,NSW,Central Coast,,-33.421855,151.288938,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,49,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28317421,OSM:way/28317421,28317421,,"{""type"":""LineString"",""coordinates"":[[151.2891657,-33.4217424],[151.2887095,-33.4219675]]}"
,,B83,Old Pacific Highway,Road Bridge,,B83,NSW,Central Coast,,-33.435318,151.262252,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,61,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28317461,OSM:way/28317461,28317461,,"{""type"":""LineString"",""coordinates"":[[151.2621292,-33.4355745],[151.2623753,-33.4350612]]}"
,,OSM-28317698,Island Drive,Road Bridge,,,NSW,Northern Rivers,,-28.18426,153.545746,,Local Council (inferred),,Beam Bridge,,,,,,,,35,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28317698,OSM:way/28317698,28317698,,"{""type"":""LineString"",""coordinates"":[[153.5459189,-28.1842203],[153.5455722,-28.1842991]]}"
,,OSM-28317840,Piggabeen Road,Road Bridge,,,NSW,Northern Rivers,,-28.191624,153.481588,,Local Council (inferred),,Beam Bridge,,,,,,,,56,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28317840,OSM:way/28317840,28317840,,"{""type"":""LineString"",""coordinates"":[[153.4813864,-28.1914462],[153.4817898,-28.1918018]]}"
,,OSM-28357568,St Johns Road,Road Bridge,,,NSW,Sydney Metropolitan,,-34.088955,150.812701,,Local Council (inferred),,Beam Bridge,,,,,,,,12,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28357568,OSM:way/28357568,28357568,,"{""type"":""LineString"",""coordinates"":[[150.8127686,-34.0889492],[150.8126342,-34.0889606]]}"
,,OSM-28394572,Hogbin Drive,Road Bridge,,,NSW,Mid North Coast,,-30.300442,153.125878,,Local Council (inferred),,Beam Bridge,,,,,,,,132,,2,,,,Restricted,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt. No engineering/inspection data from open source. HV: load limit 15t (posted, open data; NHVR gazettal/route approval NOT verified).",Active,,,,15,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28394572,OSM:way/28394572,28394572,,"{""type"":""LineString"",""coordinates"":[[153.1254775,-30.3009241],[153.1262782,-30.2999602]]}"
,,OSM-28395462,Werrington Road,Road Bridge,,,NSW,Sydney Metropolitan,,-33.759709,150.760848,,Local Council (inferred),,Beam Bridge,,,,,,,,30,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28395462,OSM:way/28395462,28395462,,"{""type"":""LineString"",""coordinates"":[[150.7608796,-33.7595774],[150.7608172,-33.7598398]]}"
,,OSM-28397406,Martin Street,Road Bridge,,,NSW,Sydney Metropolitan,,-33.774774,150.657635,,Local Council (inferred),,Beam Bridge,,,,,,,,29,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/28397406,OSM:way/28397406,28397406,,"{""type"":""LineString"",""coordinates"":[[150.6577842,-33.7748211],[150.6574861,-33.7747266]]}"
